Serial No.,Make,Model,Year,Fuel Type Group,Engine HP,Engine Cylinders,Transmission Type,Driving Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway Mileage (mpg),City Mileage (mpg),Popularity Rating,MSRP
10707,BMW,X6,2017,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,25,18,3916,61400
10708,BMW,X6,2017,unleaded,445,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,15,3916,76100
10709,BMW,X6,2017,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,3916,63700
10710,Scion,xA,2004,unleaded,108,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,12480
10711,Scion,xA,2004,unleaded,108,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,13280
10712,Scion,xA,2005,unleaded,108,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,105,13330
10713,Scion,xA,2005,unleaded,108,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,12530
10714,Scion,xA,2006,unleaded,103,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,105,13580
10715,Scion,xA,2006,unleaded,103,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,12780
10716,Scion,xB,2013,unleaded,158,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,16970
10717,Scion,xB,2013,unleaded,158,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,19210
10718,Scion,xB,2013,unleaded,158,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,17920
10719,Scion,xB,2013,unleaded,158,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,20160
10720,Scion,xB,2014,unleaded,158,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,16970
10721,Scion,xB,2014,unleaded,158,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,20420
10722,Scion,xB,2014,unleaded,158,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,17920
10723,Scion,xB,2015,unleaded,158,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,18070
10724,Scion,xB,2015,unleaded,158,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,19685
10725,Scion,xB,2015,unleaded,158,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Wagon,28,22,105,17120
10726,Volvo,XC60,2015,unleaded,325,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,51050
10727,Volvo,XC60,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,45550
10728,Volvo,XC60,2015,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,22,870,46750
10729,Volvo,XC60,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,48250
10730,Volvo,XC60,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,41550
10731,Volvo,XC60,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,42650
10732,Volvo,XC60,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,870,38850
10733,Volvo,XC60,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,870,39650
10734,Volvo,XC60,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,42950
10735,Volvo,XC60,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,43850
10736,Volvo,XC60,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,870,43900
10737,Volvo,XC60,2015,unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,870,37250
10738,Volvo,XC60,2015,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,22,870,45550
10739,Volvo,XC60,2015,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,22,870,41450
10740,Volvo,XC60,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,870,35750
10741,Volvo,XC60,2015,unleaded,325,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,45800
10742,Volvo,XC60,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,870,42850
10743,Volvo,XC60,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,870,40250
10744,Volvo,XC60,2015,unleaded,325,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,47200
10745,Volvo,XC60,2015,unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,870,41750
10746,Volvo,XC60,2015,unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,870,40350
10747,Volvo,XC60,2015,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,22,870,44050
10748,Volvo,XC60,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,870,36400
10749,Volvo,XC60,2015,unleaded,325,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,49800
10750,Volvo,XC60,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,47050
10751,Volvo,XC60,2015,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,870,45400
10752,Volvo,XC60,2015,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,22,870,42350
10753,Volvo,XC60,2015,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,870,41150
10754,Volvo,XC60,2015,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,22,870,40050
10755,Volvo,XC60,2015,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,870,37900
10756,Volvo,XC60,2015,unleaded,325,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,17,870,46950
10757,Volvo,XC60,2015,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,22,870,41150
10758,Volvo,XC60,2015,unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,870,44350
10759,Volvo,XC60,2016,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,22,870,41350
10760,Volvo,XC60,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,870,38100
10761,Volvo,XC60,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,870,41350
10762,Volvo,XC60,2016,unleaded,325,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,870,46950
10763,Volvo,XC60,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,870,42650
10764,Volvo,XC60,2016,unleaded,302,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,870,47200
10765,Volvo,XC60,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,870,47050
10766,Volvo,XC60,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,23,870,36600
10767,Volvo,XC60,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,23,870,44150
10768,Volvo,XC60,2016,unleaded,302,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,870,47750
10769,Volvo,XC60,2016,unleaded,325,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,870,51050
10770,Volvo,XC60,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,870,45650
10771,Volvo,XC60,2016,unleaded,302,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,870,43350
10772,Volvo,XC60,2016,unleaded,302,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,870,51300
10773,Volvo,XC60,2016,unleaded,302,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,22,870,45750
10774,Volvo,XC60,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,23,870,39850
10775,Volvo,XC60,2017,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,23,870,40950
10776,Volvo,XC60,2017,unleaded,302,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,20,870,46350
10777,Volvo,XC60,2017,unleaded,302,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,20,870,51000
10778,Volvo,XC70,2014,unleaded,240,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,26,18,870,34500
10779,Volvo,XC70,2014,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,24,17,870,40950
10780,Volvo,XC70,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,24,17,870,42050
10781,Volvo,XC70,2015,unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,25,18,870,36900
10782,Volvo,XC70,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,31,24,870,36050
10783,Volvo,XC70,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,24,17,870,41800
10784,Volvo,XC70,2015,unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,25,18,870,37550
10785,Volvo,XC70,2015,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,31,24,870,35400
10786,Volvo,XC70,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,31,23,870,46675
10787,Volvo,XC70,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,26,19,870,43050
10788,Volvo,XC70,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,26,19,870,48175
10789,Volvo,XC70,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,31,23,870,41550
10790,Volvo,XC70,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,26,19,870,47175
10791,Volvo,XC70,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,26,19,870,38600
10792,Volvo,XC70,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,31,23,870,37100
10793,Volvo,XC70,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,31,23,870,45675
10794,Volvo,XC70,2016,unleaded,250,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,26,19,870,42050
10795,Volvo,XC70,2016,unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,31,23,870,40550
10796,Volvo,XC90,2014,unleaded,240,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,16,870,39700
10797,Volvo,XC90,2014,unleaded,240,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,16,870,42700
10798,Volvo,XC90,2016,unleaded,250,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,22,870,53250
10799,Volvo,XC90,2016,unleaded,316,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,20,870,49800
10800,Volvo,XC90,2016,unleaded,250,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,26,22,870,43950
10801,Volvo,XC90,2016,unleaded,316,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,20,870,55400
10802,Volvo,XC90,2016,unleaded,316,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,20,870,53800
10803,Volvo,XC90,2016,unleaded,250,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,26,22,870,51250
10804,Volvo,XC90,2016,unleaded,316,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,20,870,65700
10805,Volvo,XC90,2016,unleaded,250,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,22,870,51350
10806,Volvo,XC90,2016,unleaded,250,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,22,870,45950
10807,Volvo,XC90,2016,unleaded,250,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,26,22,870,49350
10808,Volvo,XC90,2017,unleaded,250,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,26,22,870,51150
10809,Volvo,XC90,2017,unleaded,316,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,20,870,57200
10810,Volvo,XC90,2017,unleaded,316,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,20,870,51600
10811,Volvo,XC90,2017,unleaded,250,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,26,22,870,45750
10812,Volvo,XC90,2017,unleaded,316,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,20,870,55600
10813,Volvo,XC,2002,unleaded,197,5,AUTOMATIC,all wheel drive,4,Crossover,Midsize,Wagon,23,17,870,36500
10814,Scion,xD,2012,unleaded,128,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,15345
10815,Scion,xD,2012,unleaded,128,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,16145
10816,Scion,xD,2012,unleaded,128,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,16250
10817,Scion,xD,2012,unleaded,128,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,17050
10818,Scion,xD,2013,unleaded,128,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,18955
10819,Scion,xD,2013,unleaded,128,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,16545
10820,Scion,xD,2013,unleaded,128,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,18155
10821,Scion,xD,2013,unleaded,128,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,15745
10822,Scion,xD,2014,unleaded,128,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,15920
10823,Scion,xD,2014,unleaded,128,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,16720
10824,Hyundai,XG300,2001,unleaded,192,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,17,1439,24999
10825,Hyundai,XG300,2001,unleaded,192,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,17,1439,23499
10826,Hyundai,XG350,2003,unleaded,194,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,24,15,1439,23999
10827,Hyundai,XG350,2003,unleaded,194,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,24,15,1439,25599
10828,Hyundai,XG350,2004,unleaded,194,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,24,15,1439,25599
10829,Hyundai,XG350,2004,unleaded,194,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,24,15,1439,23999
10830,Hyundai,XG350,2005,unleaded,194,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,24,16,1439,24899
10831,Hyundai,XG350,2005,unleaded,194,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,24,16,1439,26499
10832,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,25799
10833,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,27499
10834,Suzuki,XL-7,2004,unleaded,185,6,MANUAL,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,21999
10835,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,23799
10836,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,22599
10837,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,22999
10838,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,25499
10839,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,24499
10840,Suzuki,XL-7,2004,unleaded,185,6,MANUAL,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,20099
10841,Suzuki,XL-7,2004,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,21099
10842,Suzuki,XL-7,2005,unleaded,185,6,MANUAL,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,22299
10843,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,24799
10844,Suzuki,XL-7,2005,unleaded,185,6,MANUAL,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,20899
10845,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,21899
10846,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,27799
10847,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,23299
10848,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,21399
10849,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,25799
10850,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,22899
10851,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,23399
10852,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,24099
10853,Suzuki,XL-7,2005,unleaded,185,6,MANUAL,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,20399
10854,Suzuki,XL-7,2005,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,26099
10855,Suzuki,XL-7,2006,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,24899
10856,Suzuki,XL-7,2006,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,26699
10857,Suzuki,XL-7,2006,unleaded,185,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,15,481,23199
10858,Suzuki,XL-7,2006,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,23699
10859,Suzuki,XL-7,2006,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,25499
10860,Suzuki,XL-7,2006,unleaded,185,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,16,481,21999
10861,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,24599
10862,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,29549
10863,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,27949
10864,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,28349
10865,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,25949
10866,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,24599
10867,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,31749
10868,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,26999
10869,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,27549
10870,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,24349
10871,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,25949
10872,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,26199
10873,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,25399
10874,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,28649
10875,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,27049
10876,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,22999
10877,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,30149
10878,Suzuki,XL7,2007,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,26749
10879,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,481,25199
10880,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,481,29149
10881,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,27499
10882,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,26599
10883,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,23549
10884,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,25099
10885,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,21599
10886,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,16,481,25049
10887,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,481,26699
10888,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,481,26749
10889,Suzuki,XL7,2008,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,481,28249
10890,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,481,28280
10891,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,481,29930
10892,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,481,28580
10893,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,481,29079
10894,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,481,27429
10895,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,481,25745
10896,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,481,27395
10897,Suzuki,XL7,2009,unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,481,30230
10898,Cadillac,XLR-V,2007,unleaded,443,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Convertible,20,13,1624,97460
10899,Cadillac,XLR-V,2008,unleaded,443,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Convertible,21,14,1624,99160
10900,Cadillac,XLR-V,2008,unleaded,443,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Convertible,21,14,1624,100660
10901,Cadillac,XLR-V,2009,unleaded,443,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Convertible,23,14,1624,104215
10902,Cadillac,XLR,2007,unleaded,320,8,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,80655
10903,Cadillac,XLR,2007,unleaded,320,8,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,84160
10904,Cadillac,XLR,2007,unleaded,320,8,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,78335
10905,Cadillac,XLR,2008,unleaded,320,8,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,80650
10906,Cadillac,XLR,2008,unleaded,320,8,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,81855
10907,Cadillac,XLR,2008,unleaded,320,8,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,85650
10908,Cadillac,XLR,2009,unleaded,320,8,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,86215
